"EmployeeNumber","HazardCox","HazardRSF0","HazardRSF1","HazardRSF2","HazardRSF3","HazardRSF4","HazardRSF5"
40,3.62791774746712,0.00235714285714286,0.0274130312876562,0.0348133036188109,0.0439676353981427,0.0538292493454344,0.097620041130189
42,16.87547231978,0,0.167892147724471,0.257890037474749,0.351359576707447,0.430323862421733,0.457180755528626
45,18.5739754113193,0.0244364778794371,0.145636044211833,0.223810228567583,0.315279528560103,0.35776213805587,0.538520490814223
46,4.97204101496029,0.000787037037037037,0.0195037450692663,0.0224664074069286,0.0224664074069286,0.0302504983160195,0.0359294304949517
47,54.889069385923,0.0171276767875738,0.189381741897418,0.277704316925253,0.530422538246416,0.679517346216224,0.873970326242733
49,17.0537046206874,5e-04,0.118586539979883,0.23623479013276,0.31157725730611,0.367231408710261,0.435283356762209
54,8.72271379263679,0.00172897603485839,0.0352158957200579,0.0403317514826528,0.0459363311135482,0.0605950612722783,0.0687376686648857
55,8.78402350296309,0.0112998250591577,0.143581869507032,0.195998175380755,0.26305105269817,0.331796041612428,0.366334373163917
60,4.87451653799197,0,0.00268609742747674,0.00601943076081007,0.0102336327381699,0.0184637213480539,0.0184637213480539
61,4.70590739918095,0.00606985329485329,0.0359498246711949,0.0645220645400292,0.0778206270885917,0.100234582414312,0.116619253298983
63,8.81483976813297,0.00341504329004329,0.0219225965004569,0.0323931668508227,0.0477560945577906,0.056303884042651,0.0673717051104721
68,15.200116214286,0.00980209437405839,0.0364326568233634,0.130793488293833,0.161574715378768,0.205405151697359,0.303578149236456
70,2.2028647086934,0.00037037037037037,0.00122751322751323,0.00164417989417989,0.00164417989417989,0.0026542809042809,0.0031542809042809
72,18.3671034745532,0.00492082128397918,0.0257485576996979,0.0874496021371892,0.118438692856075,0.139111967955589,0.192613585618971
73,1.17580701537578,0.00475859953251258,0.0338557487999491,0.0392005560245517,0.0487601395569613,0.0521393965229056,0.0727835460037424
76,5.17796752647235,0.000799373040752351,0.004695523378282,0.00921999055645762,0.0133271334136005,0.0173010016506266,0.0211065572061822
77,1.69472574088027,0.0013011063011063,0.00632946511245257,0.00858436707323688,0.0224593670732369,0.0292882038711139,0.0324132038711139
78,5.86749414758627,0.00624274724941891,0.0285882683434006,0.0520950582349327,0.0743836508884466,0.0847977618892449,0.110760067944043
79,8.64037175811529,0.00510472785952326,0.036510970572106,0.0573322096873079,0.0879718908695588,0.0974837163184552,0.116079315164054
80,0.544006390769714,0.00114906832298137,0.0126097955460084,0.0372184795091041,0.048711003638928,0.051749025257832,0.079518111134116
81,3.11488643183075,0.0315165770631266,0.0742774968108581,0.120556640740295,0.172815830465109,0.255849480810292,0.35657315419573
83,0.60185208834491,0,0.0108207671957672,0.0134924603174603,0.0134924603174603,0.0139924603174603,0.0166602410661234
85,1.57410277515326,0,0.000384615384615385,0.000384615384615385,0.000384615384615385,0.00898580586080586,0.0103580280830281
86,1.76979427056613,0,0.00326195286195286,0.00367861952861953,0.00417861952861953,0.00417861952861953,0.00417861952861953
88,5.31025738994002,0.00195586820586821,0.0219892009950833,0.0314002698883504,0.0360538646595922,0.060138141493869,0.0756659192716468
90,15.8311436502644,0.00792434611164194,0.202232166112217,0.245798279062921,0.267766230229401,0.329751826504471,0.370224445388855
91,4.2714929372962,0.0278915603381493,0.0884075532968465,0.150903145048613,0.19904693263171,0.330360256408037,0.442568476679337
94,4.93013843329854,0.00571565656565657,0.0171850949635452,0.0200966921383003,0.0304339937256019,0.043063969142342,0.0444925405709134
96,2.95106673033936,0,0.000769230769230769,0.000769230769230769,0.000769230769230769,0.000769230769230769,0.00139423076923077
97,7.87918301311011,0.00366679728317659,0.0264449407052875,0.0399229731498027,0.0510484489811608,0.0673880070838768,0.0823562610521308
98,2.13073987287864,0,0.00182165242165242,0.00397165242165242,0.00613497929086164,0.0128818378244849,0.0167433096859567
100,5.06005031729857,0,0.00488558591852533,0.012519285552225,0.0173631171592145,0.0241841148600076,0.024660305336198
101,1.21292606560318,0.00126984126984127,0.0245035704714464,0.036054769547568,0.0508503161062725,0.0580003825431036,0.09079693626458
102,0.321527576349213,0.00259047748852846,0.00973617398205104,0.0119872760963111,0.0165284981592722,0.0279213434460804,0.0317183519930889
104,20.6168895650287,0.00361446535584467,0.0249672227982945,0.0375829931390649,0.0436427574488292,0.05523227800739,0.0719252963753309
105,4.81917889542061,0.00203030303030303,0.028246167892767,0.0475546992307101,0.059571689979899,0.0710974836306926,0.0740974836306926
106,2.13082464277739,0.00440723791173566,0.0299463156211006,0.0386403142889349,0.0533897731633938,0.0829500600986807,0.0935003847740054
110,2.16174410015038,0.00295762219900151,0.0213955663634903,0.0314905547084786,0.0413442641206919,0.0688695910899043,0.0779126313829446
113,16.3042225195944,0,0.109946922693796,0.193351674839543,0.279524205525232,0.380901836064628,0.417576189488981
116,9.06793988256203,0,0.0428940791600975,0.0464737030386344,0.0534415392959443,0.0667583891127941,0.0754367107911158
118,2.33259040418815,0,0.00524674330881425,0.00699277505484599,0.00761777505484599,0.0165483021151685,0.020374059690926
119,0.366083901778584,0,0.0015,0.0015,0.0015,0.0015,0.0015
120,15.2289775767041,0.0123632093940917,0.060397995247961,0.0995158035318769,0.15744289441485,0.172318725016997,0.238716004383084
121,15.7533565038285,0.00371878696016627,0.0157781118944912,0.0420411062880703,0.0501002337950239,0.0621252276522159,0.0809362628072913
124,1.96330217093866,0.00308465608465608,0.00465608465608466,0.0055489417989418,0.00763227513227513,0.0111820586820587,0.0116820586820587
125,4.57005081070236,0,0.00900953860953861,0.0193518527281685,0.0212634499029236,0.0302329983283544,0.0302329983283544
126,0.326968587906404,0.00436662006388173,0.0481128490721817,0.0634871995370053,0.0678264567560579,0.086940675870277,0.145245652756136
128,4.5773921769498,0.00138528138528139,0.00952474740477163,0.0145140510749577,0.0171356049596694,0.02034212460326,0.0219934403927337
129,5.12768935767983,0,0.00294117647058824,0.0084082094376212,0.020027173319743,0.0222820752805273,0.0222820752805273
132,9.11171055477744,0.000988235294117647,0.0410027953596478,0.0502231965767882,0.0621935528029493,0.0770065453659419,0.0916223462317428
133,28.5360303887124,0.0461954060972876,0.209489369044842,0.313977446535471,0.482646855506273,0.61615300213742,0.877624465314765
134,4.75144759117708,0.00102380952380952,0.0230874681553487,0.029848762416643,0.0323201145938775,0.0373578130065759,0.0403578130065759
137,28.4211744294456,0.0519948271489158,0.248957642831957,0.318666736841276,0.412843726191795,0.515473077834305,0.704696382307608
139,1.23624604097018,0.00138095238095238,0.00541755826347478,0.0205459853919019,0.0205459853919019,0.030562792114591,0.0452335380353369
140,0.174295572567072,0,0,0,0.000666666666666667,0.000666666666666667,0.0185080099638923
141,0.591016247834731,0.00926194014901108,0.0377058683707223,0.0531598018915222,0.0642871090809003,0.0707672147595354,0.0927596085886165
143,4.79812857796742,0.000816666666666667,0.00757610721639957,0.00810242300587325,0.00872742300587325,0.0128848905383408,0.0142737794272297
147,17.953382502491,0.0193674236954509,0.0794442512948648,0.115718589406338,0.15282820967818,0.175131839055339,0.277904954556396
150,8.1886338662864,0.00127121212121212,0.0223049509361702,0.0322430432360272,0.0474760689822108,0.0629567410878829,0.0641710268021686
151,3.7902022107904,0.00114906832298137,0.00596281101303985,0.0234563052209303,0.0234563052209303,0.0405494424758323,0.0608419832683731
152,3.21134533363181,5e-04,0.0017360646599777,0.00626970645677739,0.00810794175089504,0.0139563564791052,0.0228922539150026
154,2.29243584721981,0,0.00344052429052429,0.0076854172544575,0.0076854172544575,0.00942152836556861,0.00942152836556861
155,8.11606932529653,0.00746608760637996,0.0896412959340749,0.141000169452384,0.18047278219396,0.288956208683191,0.360512124989108
158,0.814340672637307,0.000476190476190476,0.00333333333333333,0.00436507936507937,0.014281746031746,0.014281746031746,0.015781746031746
159,4.99531193822011,0.00221818181818182,0.0559093731585503,0.0779349037320584,0.0985442969618076,0.123982343392501,0.133459907495065
161,12.5805911685691,0.00578354792384028,0.0703897151417135,0.208513740824007,0.243957626747689,0.267310377926678,0.539106246059234
162,0.13646874627069,0.00549481637052828,0.0208755460633289,0.0309756779149953,0.0406223686425684,0.0533215762976584,0.0784114667993136
163,13.688178414496,0.0254045283758592,0.104501957457151,0.194783888702122,0.229582792268979,0.263754210994732,0.370693699782518
164,5.17712685227046,0.00570286904582234,0.0556747437093878,0.0768020803521201,0.0908533188583829,0.105895830869935,0.125041555028817
165,0.583178323595265,0,5e-04,5e-04,5e-04,5e-04,5e-04
169,8.49410997175508,0.00216574074074074,0.0249726078698007,0.0297828341931849,0.0505916175151262,0.0684159957512691,0.0764874243226977
170,1.55856088959548,0.00218571428571429,0.00402535612535612,0.00585868945868946,0.00690035612535613,0.0243289532420337,0.0266102663733469
171,3.66296932742936,0.00320806288032454,0.0152797164183574,0.0341976102014114,0.0370071340109352,0.0570038758312064,0.0713281626554932
174,2.47676308165116,0,0.00539709937689477,0.0191300240482062,0.0205242548174369,0.034518597147457,0.0488278712067311
175,17.3206841334645,0.00971354866051268,0.0410163203626117,0.131934591246093,0.165233440749889,0.216219778500546,0.282413380435247
177,7.08369672378983,0,0.027293507067645,0.0379359374188854,0.0443450283279763,0.0701485997565478,0.0783152664232144
178,1.97590926328443,0.0015,0.0206033819723448,0.037384896931414,0.0426626747091917,0.0734052541971272,0.115471886094641
179,0.858964104949636,0.00850213268185532,0.0473108981790076,0.0524737670289473,0.0648657771926966,0.184080561763131,0.199169120263455
190,6.6503219884762,0.0352306665535713,0.10891362527001,0.200856746341442,0.279426548269671,0.430455951443037,0.630410788272873
192,4.41970542213304,0.00915137370020934,0.0256549291229944,0.0851893792897941,0.0977427875538801,0.161376760881894,0.191069548056879
193,13.8241838495596,0.00745844817614328,0.0363574644607866,0.0579610436655167,0.070375518354914,0.0756396986190942,0.12308099017068
194,4.98148172420668,0.00552247815201536,0.0708792107104753,0.110024921370495,0.151622056502678,0.198508949408534,0.219028091815834
195,4.80390407282018,0,0.00601719576719577,0.00908571428571429,0.0120619047619048,0.0166297258297258,0.0221863954672778
197,4.58257555111821,0.00252121212121212,0.00871675867991658,0.0213251200467919,0.0213251200467919,0.0509524967550509,0.0607377115402657
198,8.25341252770334,0.00548723146702686,0.0594950506870177,0.0997044679639273,0.150819658857672,0.16996776951894,0.186161112725441
199,0.222164339957216,0,0.000909090909090909,0.000909090909090909,0.000909090909090909,0.000909090909090909,0.00203409090909091
200,8.85480417197756,0,0.0153331664336202,0.0183437850420648,0.0218686388432344,0.0331144208390164,0.0372927425173381
204,3.27427773476863,0,0.00199414659414659,0.00199414659414659,0.00199414659414659,0.00199414659414659,0.0042542476042476
205,57.9932159964112,0.00872730636138077,0.165347727835982,0.262586992609063,0.407573138815798,0.450810054677714,0.638431338622527
206,8.71380861756267,0.0206813189581178,0.111461537349778,0.158684996752955,0.175515253770283,0.287338064129858,0.347200830448507
207,2.55383380193165,0,0.00638105135605135,0.00638105135605135,0.00829264853080643,0.0128132897253607,0.0144005913126623
208,2.16363757807592,0,0.00168713639301875,0.00393591261679497,0.0064633851442675,0.00765636760040785,0.0118978205918608
211,1.66069809655267,0.000689655172413793,0.011283940315612,0.0142006069822786,0.0163256069822786,0.0433406515782056,0.0571104928480468
214,15.9284648960095,0.0105006596032478,0.0788401928126703,0.140859705936659,0.199981604175346,0.256523287337385,0.375679601611347
215,1.94764780429178,0.000384615384615385,0.00400609945609946,0.0064281836520967,0.0122352932092063,0.0263708783842651,0.0306376851069542
217,5.21123377665792,0,0.0245112266321431,0.0264405744582301,0.0269668902477038,0.0330884441324156,0.0365723213662928
221,4.92294962546342,0.012670982863678,0.077164777404888,0.0941396991120079,0.108012724033946,0.11954904310703,0.161883060396929
223,2.35065266190847,0.00037037037037037,0.0117799371126957,0.0165752175568892,0.0238136636074062,0.0306039319475971,0.0470142161078813
224,17.8486038833136,0.0252480336867533,0.118411640903799,0.162887126901327,0.218127029327762,0.248272364986256,0.369176562096335
230,2.67278953564141,0.0237375102527938,0.075388130903014,0.0950196378142389,0.13160911206361,0.189831724805186,0.236298391308617
231,4.69493324484172,0.00102380952380952,0.0232198960554717,0.0325312516417499,0.0377589032172275,0.0516550389442456,0.0558480214003859
233,16.6121223461014,0.031869801396454,0.0836804003118347,0.110421456740113,0.143057586748686,0.163324333890433,0.214836183152282
238,9.05075467771042,0.0102489969919503,0.0560714895298572,0.088554791417019,0.111536800734857,0.134533257494472,0.165842151816524
239,7.84018901143052,0.000476190476190476,0.00641805902042231,0.00796091616327945,0.0085491514573971,0.012961761508165,0.0156132766596802
240,16.2269785177531,0.00211640211640212,0.014104465055177,0.0441154907057488,0.0731298832858433,0.095066259304569,0.133028804928879
241,13.9457486630215,0.00111212861212861,0.0148219915158816,0.0304755948747279,0.0519417868526846,0.0665170884281376,0.10431096122201
242,5.0783622161564,0.0041245670995671,0.0333022029070809,0.0506604802506524,0.0814855563183755,0.0914546931756703,0.100161042382019
245,8.79043466150599,0.000857142857142857,0.0158551722580327,0.0251802018746224,0.0453415056121645,0.058184671218488,0.0675024922863091
247,5.2203668442982,0.00133478260869565,0.0266563682338141,0.0395583716012907,0.0526402959250039,0.0559560445039104,0.0719783920394158
248,51.3481457028129,0.0266276903768323,0.161477241790377,0.241895198116144,0.367486382329771,0.548208646177035,0.75606161918442
249,7.16411425138585,0.000844827586206897,0.0262596158393424,0.0291066791497925,0.0305425765856899,0.0424492342555055,0.0453851316914029
252,4.89215700562119,0.00166666666666667,0.0106210016037602,0.0148996577302424,0.0148996577302424,0.0164337486393333,0.0173428395484243
253,0.169554377415972,0,0,0,0,0,5e-04
254,0.153702721695178,0,0.000384615384615385,0.00881065512163911,0.0101023217883058,0.0159266681935345,0.0192612584398895
260,5.24480002090641,0.00888366510161839,0.0604933545853035,0.0771364617533333,0.0818373761770738,0.093574943133681,0.109970667292563
261,6.08194138439763,0.0109677665703547,0.0915159946840967,0.138558353917222,0.153193625364564,0.171408208839748,0.233128107894941
262,5.39224547509275,0,0.0259192263131892,0.0327732179098278,0.0362247010671933,0.03984807769057,0.0544480055404978
269,6.43552415047296,0.0073368507579961,0.0225901275494308,0.109358957447117,0.12258701533694,0.180636834798524,0.259749212616784
270,1.88466601489187,0,0.00102631578947368,0.00205806182121972,0.00255806182121972,0.00664362331854592,0.0226820848570075
273,1.62973004472097,0.00316272586726307,0.0156863941663789,0.0194226856526704,0.0305496788285766,0.0335470050317852,0.0488324320230945
274,2.17027782106128,0.000714285714285714,0.00633054941274755,0.0201208144045572,0.0226208144045572,0.0415209122427355,0.0817065917592974
275,5.34278505352483,0,0.0386725050995622,0.0453622332013612,0.0521723071853482,0.0845114938545591,0.106445613656326
277,14.8748417267882,0.00601948626086557,0.0287445014793958,0.0453945408522613,0.0716803867057542,0.0857143921590287,0.106922719779121
281,29.1988589389985,0.0312381019120936,0.126547386247138,0.208894190713592,0.289546329982991,0.320648144834806,0.430167088309632
282,3.51945981795959,0.0126821189869144,0.109600078877357,0.183217918008657,0.199118901083553,0.21341826735196,0.300924565147731
284,18.4793562809947,0.0245301336789752,0.159511940689372,0.222192153689157,0.304121951517175,0.337717656251038,0.512690655474037
286,8.96531595166317,0.00687673363152903,0.0431831293501471,0.069264798955575,0.0952575755718036,0.10454829362568,0.118802983380369
287,1.28911819976688,0.00108556832694764,0.0269490687405995,0.0419790026439854,0.0496889684028642,0.0585382857521815,0.0877258383956166
291,2.08134840205444,4e-04,0.014864279963193,0.0219243767864477,0.0254887052878472,0.0370950185502716,0.0380473995026526
292,1.17997541228794,0,0.00288143503034807,0.0050030467519598,0.00566971341862646,0.00968410588890128,0.0114698201746156
293,2.21257368303361,0,0.00684462184353489,0.00851128851020155,0.0104228856849566,0.0172768602128442,0.0193403522763363
296,0.38160776969623,0.00151519795657727,0.019942276742695,0.0323802403808874,0.040320364869925,0.0498257067502668,0.0814908234962659
297,17.6131640283223,0.0584035478330469,0.217878782114059,0.299078523676097,0.386632633137327,0.492880482510177,0.766462733592428
298,1.33120135248076,0.00125382901698691,0.0137103471147675,0.0255764867679781,0.0308213797319113,0.0363996943911083,0.0645356420519786
299,3.5733493094567,0.0137402905023614,0.0339553651620013,0.0886388972477645,0.0998768929832027,0.152031873039266,0.19155478841938
300,5.4166926438972,0.00621093782889112,0.0436831917068518,0.074357304419045,0.0937725689641049,0.103962516873093,0.128358241031975
302,2.60388101783732,0.00282523163111398,0.0100017527135174,0.0351055917107775,0.0403391718561223,0.080648345237967,0.0969047318252359
304,5.17872315020896,0.00232352432806153,0.00968461231414952,0.0452644960078776,0.049265610089874,0.0852317801427314,0.112775865142699
305,4.98875600437892,0.0250475041424371,0.0756577403061642,0.156811039741507,0.192504367296828,0.245421763625989,0.288707477911703
306,1.41582272285249,0.000714285714285714,0.0273390768037793,0.0426803525272532,0.0497823194009592,0.0587033880983437,0.0745172798739228
308,2.15544446651512,0.000454545454545455,0.00211420932009167,0.00350844008932244,0.00784146817235053,0.01314866974271,0.0248874489373715
309,5.32344657165116,0,0.143611344351047,0.144950630065333,0.153839518954221,0.218117296731999,0.232435478550181
311,15.2213012096556,0.00174430641821946,0.0876025631065268,0.139527580272397,0.262674256093996,0.354688047857788,0.404680832850573
312,2.98974827695522,0,0.00332777777777778,0.00562822629726654,0.00562822629726654,0.00736433740837765,0.00736433740837765
314,2.63291854845705,0,0.00125969843361148,0.00161684129075433,0.00161684129075433,0.00205162389944999,0.00286829056611665
315,18.3155992943941,0.0386940399507508,0.222233622318815,0.304896434204063,0.38523819615728,0.509871030428272,0.737059323129723
323,0.157992639225873,0,0,0,0,0,0.00258333333333333
328,8.26908377171161,0.0461332323147492,0.135233766673848,0.228769664902764,0.307639026490459,0.427567577901208,0.542269348352978
329,0.598623997350493,0.0062085153574284,0.0370074245244864,0.0444442825282107,0.0615316438383981,0.0637963497207511,0.0839353058655122
331,25.2749763731269,0.0260869939107522,0.159796514359834,0.272930880941488,0.443367992033011,0.488773114688134,0.66316510885954
332,8.86256012062727,0.0114848000320617,0.0438631378248732,0.06253578224496,0.0694527721178322,0.167450915915899,0.19131707753206
333,4.94833264086007,0,0.00312088003617239,0.00445421336950572,0.00777172918702154,0.0155275094965103,0.0172532670722679
335,4.50631793048563,0,0.0169502410627951,0.020808428197298,0.0245734311681833,0.0335152018158363,0.037798321473956
337,0.321011900259994,0,0.00433333333333333,0.00717647058823529,0.00717647058823529,0.00880147058823529,0.0118623680241327
338,4.78275013954949,0.0012037037037037,0.00730934342463578,0.009531565646858,0.009531565646858,0.0158005050407974,0.0186814574217498
339,1.7036517578687,0,0.00220278637770898,0.00587955405447666,0.00587955405447666,0.0105927893485943,0.0172237417295467
340,4.1279566418325,5e-04,0.00379546276450301,0.00736231258135283,0.00946376185671515,0.0128634542695655,0.0150856764917877
341,1.58910384555632,0.00190658638934501,0.0221235666669443,0.0269308558540289,0.0453228111209842,0.0845547864469997,0.100540897558111
342,0.937832091434251,0.0111981228106768,0.0779662037481009,0.130780604215045,0.148714951730275,0.200038114678438,0.244811383076707
346,5.19832260937288,0.00389268304159608,0.0370587131695509,0.0543968695693946,0.0641929151691487,0.0677946277840192,0.0770669753195246
347,9.98725649005537,0.00502406015037594,0.0502823940209922,0.0918413983561474,0.10220363056838,0.116968949857457,0.182644656993458
349,3.45289205492147,0,0.0021037037037037,0.0021037037037037,0.00281798941798942,0.00281798941798942,0.00281798941798942
350,1.988346195034,0.000454545454545455,0.0118269253816434,0.0156294463900467,0.0197106563594146,0.0263013979191964,0.038106953474752
351,29.8363001862493,0.0245268518894846,0.119911897443547,0.145128287261633,0.185674108330829,0.208235477517198,0.293989380476983
352,0.138494904631632,0,0.00596725014116318,0.0066815358554489,0.0066815358554489,0.0100906267645398,0.0109239600978731
353,4.91577129988125,0.00505817276405512,0.105963029911788,0.149309816295339,0.161201813187336,0.268601144849826,0.274764204012885
359,8.16477100789938,0.0251177854590874,0.112149294978117,0.184275043584515,0.238606738491439,0.252084302594003,0.331209084674668
361,4.41341807199412,0,0.0109585502217081,0.0254346495609654,0.0266489352752511,0.0379310867323251,0.041776685577924
362,8.93527736867069,0.002738004101162,0.0296763850260941,0.0471876810101388,0.0658862572577795,0.0761083119488744,0.0975748541785745
363,0.824744654104188,0.000476190476190476,0.0017037037037037,0.00368783068783069,0.00421414647730437,0.00483914647730437,0.00809621294025319
364,7.38165608852365,0.0661058852656716,0.154896656393483,0.222022397725258,0.283733285936298,0.331400959765737,0.444679643500303
367,1.16292566509765,0,0.00390014209928003,0.00390014209928003,0.00541336961250754,0.00756306202535785,0.00756306202535785
369,1.46489602691166,0,0.00448553540779707,0.0112301630024247,0.0152098772452968,0.0210377803363578,0.0240933358919133
372,1.30043120065179,0.000357142857142857,0.0129026442568025,0.0207662401001937,0.0217483829573366,0.022702928411882,0.0371024222817319
373,7.68389049451597,0.000930735930735931,0.0115039483780903,0.0141610912352331,0.019648496803521,0.0294269493451315,0.0312451311633133
376,1.71647764092219,0.00362400488067654,0.0254119464712497,0.0474837572564472,0.0594389900013724,0.0715194444626318,0.103902340763098
378,3.67595073420274,0,0.000754985754985755,0.00731209531209531,0.0109739334739335,0.0146177243236067,0.0178313995372819
379,4.56522257430428,0.00218073593073593,0.0230477748372485,0.0290529126818601,0.0319374024461452,0.0354648285224843,0.0381921012497571
380,1.15119017850427,0.00407239684630989,0.0159347139088558,0.0237399766200009,0.035510399751408,0.0409925179084487,0.0517769705559045
381,0.473433833522079,0,0.0123208180708181,0.0269402711151937,0.0269402711151937,0.0297584529333755,0.0339251196000422
382,14.8688610773756,0.00698069077765479,0.0262929069275764,0.0706756287090429,0.0884701709685065,0.113714932313113,0.157279703713024
386,0.643965029199727,0.00364021164021164,0.0132764594968155,0.0215037081740642,0.0275037081740642,0.0355141323903708,0.0688129291818146
387,4.63925630792982,0,4e-04,0.00425964912280702,0.00515633528265107,0.00833844409455528,0.00833844409455528
388,4.88448476335532,0.000357142857142857,0.00194444444444444,0.0114817492449071,0.0194620784123072,0.0270334795086309,0.0289952019966692
389,19.7655350066561,0.00667826450022852,0.0266324490779217,0.0653749183104536,0.0882002209041671,0.126051667372402,0.164058177803836
390,4.66563900103845,0.00366242236024845,0.0192608820199209,0.0374511261067594,0.0615413659011653,0.0687275865432683,0.0886491879896376
391,5.37182649679976,0.00178932806324111,0.03638609406354,0.0478547640976832,0.0574268844998278,0.0590643114004126,0.071336658935918
393,1.13559189456128,0,0.0050804114749348,0.00606255433207766,0.00606255433207766,0.00878279242731576,0.0146753998199231
394,30.8096564415243,0.0159074024121251,0.173317994121273,0.252475228951324,0.434237675511759,0.50759255674164,0.692049663360511
395,4.51223987218687,0,0.00813157558180441,0.0139059441956467,0.0162021986658142,0.0184842034967321,0.0215044055169341
396,0.549992690716502,0.00266691729323308,0.0522851920639846,0.10280976832192,0.113082638425673,0.116381631099665,0.184790646920446
399,15.230188167196,0.000833333333333333,0.0811591180033603,0.148316189930775,0.226543296157881,0.336168656908242,0.372415410154995
404,1.31918774648663,0.000384615384615385,0.00254370629370629,0.00643079143079143,0.00738533688533689,0.0140054287817446,0.0180414662736644
406,2.94557888661519,0,0.00289158249158249,0.00289158249158249,0.00289158249158249,0.00355824915824916,0.00581835016835017
407,7.1662053304592,0.000844827586206897,0.00991745308642452,0.0162450678394195,0.0185142986086503,0.0258837800044475,0.044193580283288
410,0.263370030893133,0,0.00235833333333333,0.00235833333333333,0.00291388888888889,0.0038229797979798,0.00429917027417027
412,1.14959681045445,0.000454545454545455,0.0131834654002984,0.0152026961695292,0.0170730665398996,0.0198443636552369,0.0203205541314274
416,3.45389989344347,0,0.0037951566951567,0.00511926736709345,0.00678593403376012,0.0135324879184719,0.0159683853543693
417,0.64580076060641,0,0.00821578884078884,0.010887481962482,0.010887481962482,0.011387481962482,0.0140552627111451
419,5.36329921337447,0.00176175305204541,0.0190600669930064,0.0368436088489907,0.0372981543035362,0.0486560633363678,0.0584729131532176
420,4.26464218191764,0,0.00123333333333333,0.00123333333333333,0.00194761904761905,0.00194761904761905,0.00194761904761905
421,0.406259836357447,0.00191626409017713,0.0121747319314036,0.013305684312356,0.0147342557409274,0.0186821401578521,0.020216231066943
422,4.08011182477706,0,0.0130654886342312,0.0153548166974723,0.0211641691807379,0.0283326925778923,0.0494010963962961
423,12.843988380362,0.00542373312961548,0.0144985641866447,0.020613643551724,0.0274628414126866,0.038769177906094,0.0448577364064173
426,17.5157700640123,0.0262328163051566,0.134769092335426,0.202035853307363,0.261928496611771,0.281539718722993,0.464412780301937
428,0.481656263946439,0,0.00346764346764347,0.00507478632478632,0.00618589743589744,0.00852355977355978,0.0207887431196255
429,0.801490824370939,0.00111212861212861,0.00609461798404827,0.00997720279054612,0.0127510123143556,0.0127510123143556,0.0223945095578529
430,8.57881278059468,0.00102380952380952,0.0235588747705327,0.0353096387124731,0.0765185090475044,0.0850091105512639,0.0944658205079738
431,1.2145885526882,0.00403792770696795,0.0505942256163031,0.0977272637448487,0.102201793300261,0.107126327099794,0.153409782378606
433,3.55657600710306,0.000834782608695652,0.0153048998513034,0.0270655595132788,0.0308611479827803,0.0458693949839806,0.062146385537287
